Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
DE Hydro Run-of-river,Hydro,ror,PP,DE,3933.9,,,0,0,0,2029,,,2050,52.52,13.41,,,,,,,,,
ES Hydro Run-of-river,Hydro,ror,PP,ES,3117.91912,,,0,0,0,2029,,,2050,40.42,-3.7,,,,,,,,,
FR Hydro Run-of-river,Hydro,ror,PP,FR,13600,,,0,0,0,2029,,,2050,48.85,2.35,,,,,,,,,
GB Hydro Run-of-river,Hydro,ror,PP,GB,1951.15,,,0,0,0,2029,,,2050,52.8615,-1.2499,,,,,,,,,
GR Hydro Run-of-river,Hydro,ror,PP,GR,325.5,,,0,0,0,2029,,,2050,37.98,23.73,,,,,,,,,
HR Hydro Run-of-river,Hydro,ror,PP,HR,64.88,,,0,0,0,2029,,,2050,45.81,15.98,,,,,,,,,
HU Hydro Run-of-river,Hydro,ror,PP,HU,62.998,,,0,0,0,2029,,,2050,47.5,19.04,,,,,,,,,
IE Hydro Run-of-river,Hydro,ror,PP,IE,215,,,0,0,0,2029,,,2050,53.35,-6.26,,,,,,,,,
IT Hydro Run-of-river,Hydro,ror,PP,IT,6937.817028,,,0,0,0,2029,,,2050,41.89,12.51,,,,,,,,,
LT Hydro Run-of-river,Hydro,ror,PP,LT,127.4,,,0,0,0,2029,,,2050,54.69,25.28,,,,,,,,,
LU Hydro Run-of-river,Hydro,ror,PP,LU,27,,,0,0,0,2029,,,2050,49.61,6.13,,,,,,,,,
ME Hydro Run-of-river,Hydro,ror,PP,ME,581,,,0,0,0,2029,,,2050,42.44,19.26,,,,,,,,,
MK Hydro Run-of-river,Hydro,ror,PP,MK,230.5000011,,,0,0,0,2029,,,2050,42,21.43,,,,,,,,,
NL Hydro Run-of-river,Hydro,ror,PP,NL,37,,,0,0,0,2029,,,2050,52.37,4.89,,,,,,,,,
NO Hydro Run-of-river,Hydro,ror,PP,NO,6991.46947,,,0,0,0,2029,,,2050,59.91,10.75,,,,,,,,,
PL Hydro Run-of-river,Hydro,ror,PP,PL,523.56,,,0,0,0,2029,,,2050,52.23,21.01,,,,,,,,,
PT Hydro Run-of-river,Hydro,ror,PP,PT,508.3,,,0,0,0,2029,,,2050,38.72,-9.13,,,,,,,,,
RO Hydro Run-of-river,Hydro,ror,PP,RO,3441.96157,,,0,0,0,2029,,,2050,44.43,26.11,,,,,,,,,
RS Hydro Run-of-river,Hydro,ror,PP,RS,1993.3,,,0,0,0,2029,,,2050,44.8,20.47,,,,,,,,,
SI Hydro Run-of-river,Hydro,ror,PP,SI,136.7,,,0,0,0,2029,,,2050,46.05,14.51,,,,,,,,,
SK Hydro Run-of-river,Hydro,ror,PP,SK,1423.3121,,,0,0,0,2029,,,2050,48.45,17.5,,,,,,,,,
AL Hydro Reservoir,Hydro,Reservoir,Store,AL,2031.744,,847.3902224,0,0,0,2029,,,2050,41.33,19.82,,,,,,,,,
AT Hydro Reservoir,Hydro,Reservoir,Store,AT,3709.051,,216.2686695,0,0,0,2029,,,2050,48.21,16.37,,,,,,,,,
BA Hydro Reservoir,Hydro,Reservoir,Store,BA,195.1,,8995.592004,0,0,0,2029,,,2050,43.85,18.36,,,,,,,,,
BG Hydro Reservoir,Hydro,Reservoir,Store,BG,1281.3,,1551.30747,0,0,0,2029,,,2050,42.7,23.32,,,,,,,,,
CH Hydro Reservoir,Hydro,Reservoir,Store,CH,8530,,1044.900352,0,0,0,2029,,,2050,46.95,7.45,,,,,,,,,
CZ Hydro Reservoir,Hydro,Reservoir,Store,CZ,428.895,,4.325067907,0,0,0,2029,,,2050,50.09,14.42,,,,,,,,,
DE Hydro Reservoir,Hydro,Reservoir,Store,DE,1007.9,,238.8547078,0,0,0,2029,,,2050,52.52,13.41,,,,,,,,,
ES Hydro Reservoir,Hydro,Reservoir,Store,ES,11536.29614,,1167.849658,0,0,0,2029,,,2050,40.42,-3.7,,,,,,,,,
FI Hydro Reservoir,Hydro,Reservoir,Store,FI,3237.358,,1708.183031,0,0,0,2029,,,2050,60.17,24.94,,,,,,,,,
FR Hydro Reservoir,Hydro,Reservoir,Store,FR,9849.04035,,1015.327346,0,0,0,2029,,,2050,48.85,2.35,,,,,,,,,
GR Hydro Reservoir,Hydro,Reservoir,Store,GR,2778.8,,827.7313948,0,0,0,2029,,,2050,37.98,23.73,,,,,,,,,
HR Hydro Reservoir,Hydro,Reservoir,Store,HR,1736.63,,1180.390181,0,0,0,2029,,,2050,45.81,15.98,,,,,,,,,
IT Hydro Reservoir,Hydro,Reservoir,Store,IT,8518.263,,663.188068,0,0,0,2029,,,2050,41.89,12.51,,,,,,,,,
LV Hydro Reservoir,Hydro,Reservoir,Store,LV,1592,,10.05050251,0,0,0,2029,,,2050,56.95,24.11,,,,,,,,,
ME Hydro Reservoir,Hydro,Reservoir,Store,ME,706,,1571.345609,0,0,0,2029,,,2050,42.44,19.26,,,,,,,,,
MK Hydro Reservoir,Hydro,Reservoir,Store,MK,538.6,,1108.349424,0,0,0,2029,,,2050,42,21.43,,,,,,,,,
NO Hydro Reservoir,Hydro,Reservoir,Store,NO,26387.41386,,3101.440631,0,0,0,2029,,,2050,59.91,10.75,,,,,,,,,
PL Hydro Reservoir,Hydro,Reservoir,Store,PL,424.76,,4.637913174,0,0,0,2029,,,2050,52.23,21.01,,,,,,,,,
PT Hydro Reservoir,Hydro,Reservoir,Store,PT,3415.3,,316.8389307,0,0,0,2029,,,2050,38.72,-9.13,,,,,,,,,
RO Hydro Reservoir,Hydro,Reservoir,Store,RO,2600.528,,1214.249952,0,0,0,2029,,,2050,44.43,26.11,,,,,,,,,
RS Hydro Reservoir,Hydro,Reservoir,Store,RS,435.27,,1484.136283,0,0,0,2029,,,2050,44.8,20.47,,,,,,,,,
SE Hydro Reservoir,Hydro,Reservoir,Store,SE,15617.2,,2044.625983,0,0,0,2029,,,2050,59.33,18.07,,,,,,,,,
SI Hydro Reservoir,Hydro,Reservoir,Store,SI,1028.7,,3.728006221,0,0,0,2029,,,2050,46.05,14.51,,,,,,,,,
SK Hydro Reservoir,Hydro,Reservoir,Store,SK,224.16,,129.3974157,0,0,0,2029,,,2050,48.45,17.5,,,,,,,,,
AT Hydro PHS,Hydro,PHS,Store,AT,6072.3,,287.9391664,0,0,0,2029,,,2050,48.21,16.37,,,,,,,,,
BE Hydro PHS,Hydro,PHS,Store,BE,1305,,4.444444444,0,0,0,2029,,,2050,50.85,4.35,,,,,,,,,
BG Hydro PHS,Hydro,PHS,Store,BG,1399,,285.2037169,0,0,0,2029,,,2050,42.7,23.32,,,,,,,,,
CH Hydro PHS,Hydro,PHS,Store,CH,4360,,286.6972477,0,0,0,2029,,,2050,46.95,7.45,,,,,,,,,
CZ Hydro PHS,Hydro,PHS,Store,CZ,1240.125,,4.890636025,0,0,0,2029,,,2050,50.09,14.42,,,,,,,,,
DE Hydro PHS,Hydro,PHS,Store,DE,8972.94,,115.7746458,0,0,0,2029,,,2050,52.52,13.41,,,,,,,,,
ES Hydro PHS,Hydro,PHS,Store,ES,9617.770333,,718.3553735,0,0,0,2029,,,2050,40.42,-3.7,,,,,,,,,
FR Hydro PHS,Hydro,PHS,Store,FR,3800,,27.37894737,0,0,0,2029,,,2050,48.85,2.35,,,,,,,,,
GB Hydro PHS,Hydro,PHS,Store,GB,3566,,0,0,0,0,2029,,,2050,52.8615,-1.2499,,,,,,,,,
GR Hydro PHS,Hydro,PHS,Store,GR,1929,,8.055987558,0,0,0,2029,,,2050,37.98,23.73,,,,,,,,,
HR Hydro PHS,Hydro,PHS,Store,HR,281.5,,65.00888099,0,0,0,2029,,,2050,45.81,15.98,,,,,,,,,
IE Hydro PHS,Hydro,PHS,Store,IE,652,,2.36196319,0,0,0,2029,,,2050,53.35,-6.26,,,,,,,,,
IT Hydro PHS,Hydro,PHS,Store,IT,7682.2,,78.69360339,0,0,0,2029,,,2050,41.89,12.51,,,,,,,,,
LT Hydro PHS,Hydro,PHS,Store,LT,938,,11.30063966,0,0,0,2029,,,2050,54.69,25.28,,,,,,,,,
NO Hydro PHS,Hydro,PHS,Store,NO,740.32,,19341.69936,0,0,0,2029,,,2050,59.91,10.75,,,,,,,,,
PL Hydro PHS,Hydro,PHS,Store,PL,1396.9,,4.610208318,0,0,0,2029,,,2050,52.23,21.01,,,,,,,,,
PT Hydro PHS,Hydro,PHS,Store,PT,4469.4,,498.7694098,0,0,0,2029,,,2050,38.72,-9.13,,,,,,,,,
RS Hydro PHS,Hydro,PHS,Store,RS,614,,811.0749186,0,0,0,2029,,,2050,44.8,20.47,,,,,,,,,
SK Hydro PHS,Hydro,PHS,Store,SK,961,,54.38022367,0,0,0,2029,,,2050,48.45,17.5,,,,,,,,,
Angleur power station_31,Natural Gas,OCGT,PP,BE,25,0.35,,0,0,0,1978,,,2050,50.6177,5.5837,,,,,,,,,
Angleur power station_32,Natural Gas,OCGT,PP,BE,25,0.35,,0,0,0,1978,,,2050,50.6177,5.5837,,,,,,,,,
Angleur power station_41,Natural Gas,OCGT,PP,BE,64,0.35,,0,0,0,2008,,,2050,50.6177,5.5837,,,,,,,,,
Angleur power station_42,Natural Gas,OCGT,PP,BE,64,0.35,,0,0,0,2008,,,2050,50.6177,5.5837,,,,,,,,,
Saint-Ghislain power station_1,Natural Gas,CCGT,PP,BE,385,0.55,,0,0,0,2001,,,2050,50.4719,3.8248,,,,,,,,,
Herdersbrug power station_1,Natural Gas,CCGT,PP,BE,480,0.5,,0,0,0,1998,,,2050,51.2629,3.2112,,,,,,,,,
Marcinelle Energie power station_1,Natural Gas,CCGT,PP,BE,413,0.55,,0,0,0,2011,,,2050,50.4138,4.4067,,,,,,,,,
Drogenbos power station_1,Natural Gas,CCGT,PP,BE,460,0.5,,0,0,0,1993,,,2050,50.8023,4.299,,,,,,,,,
Les Awirs Flemalle power station_CC1,Natural Gas,CCGT,PP,BE,870,0.55,,0,0,0,2025,,,2050,50.58563,5.41687,,,,,,,,,
Ringvaart power station_1,Natural Gas,CCGT,PP,BE,385,0.5,,0,0,0,1998,,,2050,51.1049,3.7257,,,,,,,,,
Amercoeur power station_1,Natural Gas,CCGT,PP,BE,446,0.55,,0,0,0,2010,,,2050,50.4304,4.3955,,,,,,,,,
Seraing power station_ST,Natural Gas,OCGT,PP,BE,170,0.35,,0,0,0,1994,,,2050,50.603,5.4917,,,,,,,,,
Seraing power station_2,Natural Gas,CCGT,PP,BE,875,0.55,,0,0,0,2026,,,2050,50.603,5.4917,,,,,,,,,
Seraing power station_GT1,Natural Gas,OCGT,PP,BE,150,0.35,,0,0,0,1994,,,2050,50.603,5.4917,,,,,,,,,
Seraing power station_GT2,Natural Gas,OCGT,PP,BE,150,0.35,,0,0,0,1994,,,2050,50.603,5.4917,,,,,,,,,
T-power Beringen power station_1,Natural Gas,CCGT,PP,BE,425,0.55,,0,0,0,2011,,,2050,51.0586,5.1056,,,,,,,,,
T-power Beringen power station_2,Natural Gas,CCGT,PP,BE,900,0.55,,0,0,0,2025,,,2050,51.0586,5.1056,,,,,,,,,
Vilvoorde power station_GT,Natural Gas,OCGT,PP,BE,255,0.35,,0,0,0,2001,,,2025,50.9414,4.4246,,,,,,,,,
Bobov Dol power station_6,Natural Gas,CCGT,PP,BG,39,0.55,,0,0,0,2025,,,2045,42.28582,23.03283,,,,,,,,,
Rupite power station_1,Natural Gas,CCGT,PP,BG,276,0.5,,0,0,0,2040,,,2045,41.44215,23.24136,,,,,,,,,1
Varna power station_6,Natural Gas,CCGT,PP,BG,210,0.35,,0,0,0,1979,,,2045,43.19477,27.76547,,,,,,,,,
Varna power station_7,Natural Gas,CCGT,PP,BG,275,0.55,,0,0,0,2025,,,2045,43.19477,27.76547,,,,,,,,,
Varna power station_8,Natural Gas,CCGT,PP,BG,275,0.55,,0,0,0,2025,,,2045,43.19477,27.76547,,,,,,,,,
Legrad Hybrid Power Project_CC1,Natural Gas,CCGT,PP,HR,483,0.5,,0,0,0,2040,,,2045,46.2825,16.7823,,,,,,,,,1
Mari power station_1,Natural Gas,CCGT,PP,CY,260,0.55,,0,0,0,2025,,,2045,34.72945,33.28253,,,,,,,,,
Vasilikos power station_6,Natural Gas,CCGT,PP,CY,160,0.55,,0,0,0,2024,,,2045,34.72713,33.28986,,,,,,,,,
Prostejov power station_1,Natural Gas,OCGT,PP,CZ,58,0.35,,0,0,0,2013,,,2045,49.46247,17.14352,,,,,,,,,
Esbjerg Reserve power station_1,Natural Gas,OCGT,PP,DK,25,0.35,,0,0,0,2005,,,2045,55.46181,8.46562,,,,,,,,,
Grenaa Reserve power station_1,Natural Gas,OCGT,PP,DK,25,0.35,,0,0,0,2008,,,2045,56.42181,10.89476,,,,,,,,,
M-real Tako Board mill_T2,Natural Gas,CCGT,PP,FI,5,0.35,,0,0,0,2025,,,2045,61.50072,23.77218,,,,,,,,,1
Blenod power station_51,Natural Gas,CCGT,PP,FR,295,0.55,,0,0,0,2011,,,2045,48.86898,6.08415,,,,,,,,,
Blenod power station_52,Natural Gas,CCGT,PP,FR,156,0.55,,0,0,0,2011,,,2045,48.86898,6.08415,,,,,,,,,
Combigolfe power station_1,Natural Gas,CCGT,PP,FR,435,0.55,,0,0,0,2010,,,2045,43.4072,4.8676,,,,,,,,,
Cycofos power station_1,Natural Gas,CCGT,PP,FR,451,0.55,,0,0,0,2009,,,2045,43.42801,4.88652,,,,,,,,,
Gennevilliers power station_1,Natural Gas,OCGT,PP,FR,203,0.35,,0,0,0,1992,,,2045,48.93699,2.26144,,,,,,,,,
Montereau power station_5,Natural Gas,OCGT,PP,FR,200,0.35,,0,0,0,2010,,,2045,48.38028,2.85111,,,,,,,,,
Montereau power station_6,Natural Gas,OCGT,PP,FR,200,0.35,,0,0,0,2010,,,2045,48.38028,2.85111,,,,,,,,,
Lacq power station_4,Natural Gas,CCGT,PP,FR,21,0.35,,0,0,0,1995,,,2045,43.412,-0.63512,,,,,,,,,
Landivisiau power station_1,Natural Gas,CCGT,PP,FR,446,0.55,,0,0,0,2021,,,2045,48.51013,-4.07327,,,,,,,,,
Condat-Le-Lardin power station_1,Natural Gas,CCGT,PP,FR,44,0.35,,0,0,0,2000,,,2045,45.12671,1.23011,,,,,,,,,
Condat-Le-Lardin power station_2,Natural Gas,CCGT,PP,FR,44,0.35,,0,0,0,2000,,,2045,45.12671,1.23011,,,,,,,,,
Ruhbogen power station_1,Natural Gas,OCGT,PP,FR,50,0.35,,0,0,0,2020,,,2045,48.16888,7.59951,,,,,,,,,
Nesle power station_1,Natural Gas,CCGT,PP,FR,24,0.35,,0,0,0,1997,,,2045,49.76877,2.90233,,,,,,,,,
Nesle power station_2,Natural Gas,CCGT,PP,FR,24,0.35,,0,0,0,2001,,,2045,49.76877,2.90233,,,,,,,,,
Bilho power station_1,Natural Gas,OCGT,PP,FR,46,0.35,,0,0,0,2000,,,2045,47.30711,-2.13791,,,,,,,,,
Montoir-De-Bretagne power station_1,Natural Gas,CCGT,PP,FR,478,0.55,,0,0,0,2010,,,2045,47.30721,-2.13716,,,,,,,,,
Pont sur sambre power station_1,Natural Gas,CCGT,PP,FR,450,0.55,,0,0,0,2009,,,2045,50.22915,3.86807,,,,,,,,,
Emile Huchet power station_7,Natural Gas,CCGT,PP,FR,434,0.55,,0,0,0,2009,,,2045,49.1526,6.7018,,,,,,,,,
Emile Huchet power station_8,Natural Gas,CCGT,PP,FR,434,0.55,,0,0,0,2009,,,2045,49.1526,6.7018,,,,,,,,,
Emile Huchet power station_GT,Natural Gas,CCGT,PP,FR,627,0.55,,0,0,0,2027,,,2045,49.1526,6.7018,,,,,,,,,
Morandes Power station_1,Natural Gas,CCGT,PP,FR,414,0.55,,0,0,0,2011,,,2045,46.27271,3.30086,,,,,,,,,
Croix-de-Metz power station_1,Natural Gas,CCGT,PP,FR,440,0.55,,0,0,0,2012,,,2045,48.69336,5.91468,,,,,,,,,
Altbach/Deizisau power station_Block 4 GT A (solo),Natural Gas,OCGT,PP,DE,45,0.35,,0,0,0,1971,,,2045,48.72734,9.38164,,,,,,,,,
Altbach/Deizisau power station_GT B,Natural Gas,OCGT,PP,DE,57,0.35,,0,0,0,1973,,,2045,48.72734,9.38164,,,,,,,,,
Altbach/Deizisau power station_GT C,Natural Gas,OCGT,PP,DE,81,0.35,,0,0,0,1975,,,2045,48.72734,9.38164,,,,,,,,,
Wolfen power station_1,Natural Gas,OCGT,PP,DE,50,0.35,,0,0,0,1996,,,2045,51.65694,12.25805,,,,,,,,,
Kirchmoeser power station_DT,Natural Gas,CCGT,PP,DE,56,0.35,,0,0,0,1994,,,2045,52.3942,12.4181,,,,,,,,,
Kirchmoeser power station_GT 1,Natural Gas,CCGT,PP,DE,60,0.5,,0,0,0,1994,,,2045,52.3942,12.4181,,,,,,,,,
Kirchmoeser power station_GT 2,Natural Gas,CCGT,PP,DE,60,0.5,,0,0,0,1994,,,2045,52.3942,12.4181,,,,,,,,,
Mittelsb?ren power station_1,Natural Gas,CCGT,PP,DE,445,0.35,,0,0,0,2014,,,2045,53.12891,8.68524,,,,,,,,,
Lausward power station_GTE1,Natural Gas,OCGT,PP,DE,67,0.35,,0,0,0,1974,,,2045,51.2214,6.7313,,,,,,,,,
Lausward power station_GTE2,Natural Gas,OCGT,PP,DE,65,0.35,,0,0,0,1975,,,2045,51.2214,6.7313,,,,,,,,,
Eisenh?ttenstadt power station_GuD,Natural Gas,CCGT,PP,DE,62,0.45,,0,0,0,1954,,,2045,52.14366,14.6419,,,,,,,,,
Huntorf power station_1,Natural Gas,OCGT,PP,DE,321,0.35,,0,0,0,1978,,,2045,53.18969,8.40869,,,,,,,,,
Weisweiler power station_G VGT,Natural Gas,CCGT,PP,DE,200,0.35,,0,0,0,2006,,,2045,50.84015,6.3083,,,,,,,,,
Weisweiler power station_H VGT,Natural Gas,CCGT,PP,DE,200,0.35,,0,0,0,2006,,,2045,50.84015,6.3083,,,,,,,,,
Flensburg power station_DT 13,Natural Gas,CCGT,PP,DE,38,0.35,,0,0,0,2022,,,2045,54.80478,9.43336,,,,,,,,,
Flensburg power station_GT 13,Natural Gas,OCGT,PP,DE,60,0.35,,0,0,0,2022,,,2045,54.80478,9.43336,,,,,,,,,
Industrial park Hoechst power_VT2,Natural Gas,CCGT,PP,DE,17,0.35,,0,0,0,1983,,,2045,50.09178,8.53105,,,,,,,,,
Industrial park Hoechst power_VT5,Natural Gas,CCGT,PP,DE,14,0.35,,0,0,0,1980,,,2045,50.09178,8.53105,,,,,,,,,
Industrial park Hoechst power_VT5,Natural Gas,CCGT,PP,DE,17,0.35,,0,0,0,1980,,,2045,50.0937,8.53293,,,,,,,,,
Industrial park Hoechst power_GTX 7,Natural Gas,OCGT,PP,DE,92,0.35,,0,0,0,2022,,,2045,50.09178,8.53105,,,,,,,,,
Industrial park Hoechst power_GTX 8,Natural Gas,OCGT,PP,DE,92,0.35,,0,0,0,2022,,,2045,50.09178,8.53105,,,,,,,,,
Industrial park Hoechst power_GT4,Natural Gas,CCGT,PP,DE,6,0.35,,0,0,0,1956,,,2045,50.09178,8.53105,,,,,,,,,
Staudinger power station_8,Natural Gas,CCGT,PP,DE,890,0.35,,0,0,0,2029,,,2038,50.0831,8.9668,,,,,,,,,
Trianel Hamm power station_Block 10,Natural Gas,CCGT,PP,DE,407,0.55,,0,0,0,2007,,,2038,51.67419,7.93035,,,,,,,,,
Trianel Hamm power station_Block 20,Natural Gas,CCGT,PP,DE,445,0.55,,0,0,0,2007,,,2038,51.67419,7.93035,,,,,,,,,
Trianel Hamm power station_Block 30,Natural Gas,CCGT,PP,DE,500,0.55,,0,0,0,2026,,,2038,51.67395,7.92915,,,,,,,,,
GKL Linden power station_DT,Natural Gas,OCGT,PP,DE,78,0.35,,0,0,0,1996,,,2038,52.42,9.648,,,,,,,,,
GKL Linden power station_GT 1,Natural Gas,CCGT,PP,DE,82,0.55,,0,0,0,2011,,,2038,52.42,9.648,,,,,,,,,
Cuno herdecke power station_1,Natural Gas,CCGT,PP,DE,417,0.55,,0,0,0,2007,,,2038,51.40313,7.4155,,,,,,,,,
Knapsack Gas power station_DT10,Natural Gas,CCGT,PP,DE,280,0.55,,0,0,0,2007,,,2038,50.859,6.841,,,,,,,,,
Knapsack Gas power station_I GT11,Natural Gas,CCGT,PP,DE,308,0.55,,0,0,0,2007,,,2038,50.859,6.841,,,,,,,,,
Knapsack Gas power station_I GT12,Natural Gas,CCGT,PP,DE,308,0.55,,0,0,0,2007,,,2038,50.859,6.841,,,,,,,,,
Knapsack Gas power station_II,Natural Gas,OCGT,PP,DE,430,0.35,,0,0,0,2013,,,2038,50.859,6.841,,,,,,,,,
Knapsack Gas power station_IC,Natural Gas,OCGT,PP,DE,120,0.35,,0,0,0,2029,,,2038,50.859,6.841,,,,,,,,,
Kirchlengern power station_1,Natural Gas,CCGT,PP,DE,83,0.45,,0,0,0,1981,,,2038,52.19622,8.64744,,,,,,,,,
Leuna power station_GT4,Natural Gas,CCGT,PP,DE,38,0.5,,0,0,0,1998,,,2038,51.2998,12.0193,,,,,,,,,
Emsland power station_B GT 1,Natural Gas,OCGT,PP,DE,58,0.35,,0,0,0,2011,,,2038,52.48188,7.30666,,,,,,,,,
Emsland power station_B GT 2,Natural Gas,CCGT,PP,DE,58,0.55,,0,0,0,2011,,,2038,52.48188,7.30666,,,,,,,,,
Emsland power station_C GT 1,Natural Gas,OCGT,PP,DE,58,0.35,,0,0,0,2011,,,2038,52.48188,7.30666,,,,,,,,,
Emsland power station_C GT 2,Natural Gas,OCGT,PP,DE,58,0.35,,0,0,0,2011,,,2038,52.48188,7.30666,,,,,,,,,
Mainz power station_2 GT26,Natural Gas,OCGT,PP,DE,90,0.35,,0,0,0,1977,,,2038,50.0264,8.2379,,,,,,,,,
Franken 1 power station_DT1,Natural Gas,CCGT,PP,DE,383,0.45,,0,0,0,1973,,,2038,49.4208,11.0077,,,,,,,,,
Franken 1 power station_GT 2,Natural Gas,CCGT,PP,DE,53,0.45,,0,0,0,1975,,,2038,49.4208,11.0077,,,,,,,,,
Irsching 4 power station_1,Natural Gas,CCGT,PP,DE,561,0.55,,0,0,0,2011,,,2038,48.767,11.58,,,,,,,,,
Irsching 5 power station_DT,Natural Gas,CCGT,PP,DE,282,0.55,,0,0,0,2010,,,2038,48.767,11.58,,,,,,,,,
Irsching 5 power station_GT 1,Natural Gas,CCGT,PP,DE,282,0.55,,0,0,0,2010,,,2038,48.767,11.58,,,,,,,,,
Irsching 5 power station_GT 2,Natural Gas,CCGT,PP,DE,282,0.55,,0,0,0,2010,,,2038,48.767,11.58,,,,,,,,,
Veits peaker plant_1,Natural Gas,OCGT,PP,DE,20,0.35,,0,0,0,1988,,,2038,47.65053,10.26162,,,,,,,,,
Gersteinwerk power station_H1,Natural Gas,OCGT,PP,DE,46,0.35,,0,0,0,2022,,,2038,51.67523,7.71619,,,,,,,,,
Gersteinwerk power station_I1-GT,Natural Gas,OCGT,PP,DE,55,0.35,,0,0,0,1974,,,2038,51.67523,7.71619,,,,,,,,,
Gersteinwerk power station_1,Natural Gas,CCGT,PP,DE,800,0.55,,0,0,0,2030,,,2038,51.67523,7.71619,,,,,,,,,
Scholven power station_DT,Natural Gas,CCGT,PP,DE,28,0.35,,0,0,0,2023,,,2038,51.60064,7.00461,,,,,,,,,
Scholven power station_GT1,Natural Gas,CCGT,PP,DE,53,0.55,,0,0,0,2023,,,2038,51.60064,7.00461,,,,,,,,,
Scholven power station_GT2,Natural Gas,CCGT,PP,DE,53,0.55,,0,0,0,2023,,,2038,51.60064,7.00461,,,,,,,,,
Leipheim power station_1,Natural Gas,OCGT,PP,DE,310,0.35,,0,0,0,2023,,,2038,48.44078,10.2526,,,,,,,,,
Leipheim power station_2,Natural Gas,CCGT,PP,DE,550,0.5,,0,0,0,2040,,,2038,48.44078,10.2526,,,,,,,,,1
Irsching 6 power station_1,Natural Gas,OCGT,PP,DE,300,0.35,,0,0,0,2023,,,2038,48.767,11.58,,,,,,,,,
Caterpillar Mannheim power station_P12,Natural Gas,CCGT,PP,DE,4,0.35,,0,0,0,1939,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P13,Natural Gas,CCGT,PP,DE,2,0.35,,0,0,0,1939,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P18,Natural Gas,CCGT,PP,DE,4,0.35,,0,0,0,1939,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P31,Natural Gas,CCGT,PP,DE,2,0.35,,0,0,0,1994,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P31,Natural Gas,CCGT,PP,DE,2,0.35,,0,0,0,1994,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P34,Natural Gas,CCGT,PP,DE,1,0.35,,0,0,0,2007,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P35,Natural Gas,CCGT,PP,DE,2,0.35,,0,0,0,2007,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P37,Natural Gas,CCGT,PP,DE,3,0.35,,0,0,0,1994,,,2038,49.50026,8.47268,,,,,,,,,
Caterpillar Mannheim power station_P87,Natural Gas,CCGT,PP,DE,2,0.35,,0,0,0,2004,,,2038,49.50026,8.47268,,,,,,,,,
H&R chemicals power station_G4,Natural Gas,CCGT,PP,DE,6,0.35,,0,0,0,1977,,,2038,52.31507,7.35241,,,,,,,,,
Man Energy power station_15,Natural Gas,CCGT,PP,DE,14,0.35,,0,0,0,2009,,,2038,48.37997,10.89831,,,,,,,,,
Man Energy power station_32,Natural Gas,CCGT,PP,DE,2,0.35,,0,0,0,2013,,,2038,48.37997,10.89831,,,,,,,,,
Man Energy power station_40,Natural Gas,CCGT,PP,DE,5,0.35,,0,0,0,2005,,,2038,48.37997,10.89831,,,,,,,,,
Roehm power station_KonTu,Natural Gas,CCGT,PP,DE,7,0.35,,0,0,0,2012,,,2038,49.65442,8.36468,,,,,,,,,
Agios Nikolaos power station / Protergia_CC,Natural Gas,CCGT,PP,GR,433,0.55,,0,0,0,2011,,,2038,38.3585,22.6883,,,,,,,,,
Aliveri power station_5,Natural Gas,CCGT,PP,GR,417,0.55,,0,0,0,2013,,,2038,38.3896,24.0524,,,,,,,,,
Komotini power station_1,Natural Gas,CCGT,PP,GR,476,0.55,,0,0,0,2002,,,2038,41.0646,25.4899,,,,,,,,,
Korinthos power station_1,Natural Gas,CCGT,PP,GR,434,0.55,,0,0,0,2012,,,2038,37.924,23.06855,,,,,,,,,
Lavrio power station_4,Natural Gas,CCGT,PP,GR,536,0.5,,0,0,0,1997,,,2038,37.7463,24.0666,,,,,,,,,
Lavrio power station_5,Natural Gas,CCGT,PP,GR,387,0.55,,0,0,0,2006,,,2038,37.7463,24.0666,,,,,,,,,
Megalopoli power station_CC1,Natural Gas,CCGT,PP,GR,811,0.55,,0,0,0,2015,,,2038,37.41745,22.10789,,,,,,,,,
Thessaloniki power station_1,Natural Gas,CCGT,PP,GR,418,0.55,,0,0,0,2006,,,2038,40.6879,22.88402,,,,,,,,,
Thessaloniki power station_2,Natural Gas,CCGT,PP,GR,826,0.55,,0,0,0,2025,,,2038,40.6879,22.88402,,,,,,,,,
Thisvi Elpedison power station_1,Natural Gas,CCGT,PP,GR,410,0.55,,0,0,0,2010,,,2038,38.2369,22.949,,,,,,,,,
Thiva Heron power station_1-1,Natural Gas,OCGT,PP,GR,49,0.35,,0,0,0,2004,,,2038,38.27951,23.33051,,,,,,,,,
