Name,Fueltype,Technology,Set,Country,Capacity,Efficiency,Duration,Volume_Mm3,DamHeight_m,StorageCapacity_MWh,DateIn,DateRetrofit,DateMothball,DateOut,lat,lon,EIC,projectID,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
Penly 4,Nuclear,nuclear,PP,FR,1650,,,0,0,0,2035,2035,,2095,49.97666667,1.211944444,,,,,,,,,
Gravelines 7,Nuclear,nuclear,PP,FR,1650,,,0,0,0,2038,2038,,2098,51.01361111,2.136111111,,,,,,,,,
Gravelines 8,Nuclear,nuclear,PP,FR,1650,,,0,0,0,2038,2038,,2098,51.01361111,2.136111111,,,,,,,,,
Bugey 6,Nuclear,nuclear,PP,FR,1650,,,0,0,0,2045,2045,,2105,45.79722222,5.27,,,,,,,,,
Bugey 7,Nuclear,nuclear,PP,FR,1650,,,0,0,0,2045,2045,,2105,45.79722222,5.27,,,,,,,,,
Berkeley 1,Nuclear,nuclear,PP,GB,138,,,0,0,0,1962,1962,,1989,,,,,,,,,,,
Berkeley 2,Nuclear,nuclear,PP,GB,138,,,0,0,0,1962,1962,,1988,,,,,,,,,,,
Bradwell 1,Nuclear,nuclear,PP,GB,123,,,0,0,0,1962,1962,,2002,51.74194444,0.8975,,,,,,,,,
Bradwell 2,Nuclear,nuclear,PP,GB,123,,,0,0,0,1962,1962,,2002,51.74194444,0.8975,,,,,,,,,
Calder Hall 1,Nuclear,nuclear,PP,GB,50,,,0,0,0,1956,1956,,2003,51.74194444,0.8975,,,,,,,,,
Calder Hall 2,Nuclear,nuclear,PP,GB,50,,,0,0,0,1957,1957,,2003,51.74194444,0.8975,,,,,,,,,
Calder Hall 3,Nuclear,nuclear,PP,GB,50,,,0,0,0,1958,1958,,2003,51.74194444,0.8975,,,,,,,,,
Calder Hall 4,Nuclear,nuclear,PP,GB,50,,,0,0,0,1959,1959,,2003,51.74194444,0.8975,,,,,,,,,
Chapelcross 1,Nuclear,nuclear,PP,GB,50,,,0,0,0,1959,1959,,2004,51.74194444,0.8975,,,,,,,,,
Chapelcross 2,Nuclear,nuclear,PP,GB,50,,,0,0,0,1959,1959,,2004,51.74194444,0.8975,,,,,,,,,
Chapelcross 3,Nuclear,nuclear,PP,GB,50,,,0,0,0,1959,1959,,2004,51.74194444,0.8975,,,,,,,,,
Chapelcross 4,Nuclear,nuclear,PP,GB,50,,,0,0,0,1960,1960,,2004,51.74194444,0.8975,,,,,,,,,
Dounreay  DFR,Nuclear,nuclear,PP,GB,14,,,0,0,0,1962,1962,,1977,51.74194444,0.8975,,,,,,,,,
Dounreay  PFR,Nuclear,nuclear,PP,GB,234,,,0,0,0,1975,1975,,1994,51.74194444,0.8975,,,,,,,,,
Dungeness A1,Nuclear,nuclear,PP,GB,225,,,0,0,0,1965,1965,,2006,50.91388889,0.963888889,,,,,,,,,
Dungeness A2,Nuclear,nuclear,PP,GB,225,,,0,0,0,1965,1965,,2006,50.91388889,0.963888889,,,,,,,,,
Dungeness B1,Nuclear,nuclear,PP,GB,545,,,0,0,0,1985,1985,,2021,50.91388889,0.963888889,,,,,,,,,
Dungeness B2,Nuclear,nuclear,PP,GB,545,,,0,0,0,1983,1983,,2021,50.91388889,0.963888889,,,,,,,,,
Hartlepool A1,Nuclear,nuclear,PP,GB,595,,,0,0,0,1983,1983,,2024,50.91388889,0.963888889,,,,,,,,,
Hartlepool A2,Nuclear,nuclear,PP,GB,595,,,0,0,0,1984,1984,,2024,50.91388889,0.963888889,,,,,,,,,
Heysham A1,Nuclear,nuclear,PP,GB,585,,,0,0,0,1983,1983,,2027,50.91388889,0.963888889,,,,,,,,,
Heysham A2,Nuclear,nuclear,PP,GB,575,,,0,0,0,1984,1984,,2027,50.91388889,0.963888889,,,,,,,,,
Heysham B1,Nuclear,nuclear,PP,GB,615,,,0,0,0,1988,1988,,2030,50.91388889,0.963888889,,,,,,,,,
Heysham B2,Nuclear,nuclear,PP,GB,615,,,0,0,0,1988,1988,,2030,50.91388889,0.963888889,,,,,,,,,
Hinkley Point A1,Nuclear,nuclear,PP,GB,235,,,0,0,0,1965,1965,,2000,50.91388889,0.963888889,,,,,,,,,
Hinkley Point A2,Nuclear,nuclear,PP,GB,235,,,0,0,0,1965,1965,,2000,50.91388889,0.963888889,,,,,,,,,
Hinkley Point B1,Nuclear,nuclear,PP,GB,430,,,0,0,0,1976,1976,,2022,50.91388889,0.963888889,,,,,,,,,
Hinkley Point B2,Nuclear,nuclear,PP,GB,430,,,0,0,0,1976,1976,,2022,50.91388889,0.963888889,,,,,,,,,
Hinkley Point C1,Nuclear,nuclear,PP,GB,1630,,,0,0,0,2031,2031,,2071,50.91388889,0.963888889,,,,,,,,,
Hinkley Point C2,Nuclear,nuclear,PP,GB,1630,,,0,0,0,2031,2031,,2071,50.91388889,0.963888889,,,,,,,,,
Hunterston A1,Nuclear,nuclear,PP,GB,150,,,0,0,0,1964,1964,,1990,50.91388889,0.963888889,,,,,,,,,
Hunterston A2,Nuclear,nuclear,PP,GB,150,,,0,0,0,1964,1964,,1989,50.91388889,0.963888889,,,,,,,,,
Hunterston B1,Nuclear,nuclear,PP,GB,420,,,0,0,0,1976,1976,,2022,50.91388889,0.963888889,,,,,,,,,
Hunterston B2,Nuclear,nuclear,PP,GB,420,,,0,0,0,1977,1977,,2022,50.91388889,0.963888889,,,,,,,,,
Oldbury A1,Nuclear,nuclear,PP,GB,217,,,0,0,0,1967,1967,,2012,50.91388889,0.963888889,,,,,,,,,
Oldbury A2,Nuclear,nuclear,PP,GB,217,,,0,0,0,1968,1968,,2011,50.91388889,0.963888889,,,,,,,,,
Sizewell A1,Nuclear,nuclear,PP,GB,210,,,0,0,0,1966,1966,,2006,52.21666667,1.619444444,,,,,,,,,
Sizewell A2,Nuclear,nuclear,PP,GB,210,,,0,0,0,1966,1966,,2006,52.21666667,1.619444444,,,,,,,,,
Sizewell B,Nuclear,nuclear,PP,GB,1188,,,0,0,0,1995,1995,,2035,52.21666667,1.619444444,,,,,,,,,
Torness 1,Nuclear,nuclear,PP,GB,625,,,0,0,0,1988,1988,,2030,52.21666667,1.619444444,,,,,,,,,
Torness 2,Nuclear,nuclear,PP,GB,625,,,0,0,0,1989,1989,,2030,52.21666667,1.619444444,,,,,,,,,
Trawsfynydd 1,Nuclear,nuclear,PP,GB,195,,,0,0,0,1965,1965,,1991,52.21666667,1.619444444,,,,,,,,,
Trawsfynydd 2,Nuclear,nuclear,PP,GB,195,,,0,0,0,1965,1965,,1991,52.21666667,1.619444444,,,,,,,,,
Windscale AGR   3,Nuclear,nuclear,PP,GB,24,,,0,0,0,1963,1963,,1981,52.21666667,1.619444444,,,,,,,,,
Winfrith SGHWR ?,Nuclear,nuclear,PP,GB,92,,,0,0,0,1967,1967,,1990,52.21666667,1.619444444,,,,,,,,,
Wylfa 1,Nuclear,nuclear,PP,GB,490,,,0,0,0,1971,1971,,2015,52.21666667,1.619444444,,,,,,,,,
Wylfa 2,Nuclear,nuclear,PP,GB,490,,,0,0,0,1971,1971,,2012,52.21666667,1.619444444,,,,,,,,,
Paks 1,Nuclear,nuclear,PP,HU,479,,,0,0,0,1983,1983,,2051,46.5725,18.85416667,,,,,,,,,
Paks 2,Nuclear,nuclear,PP,HU,477,,,0,0,0,1984,1984,,2051,46.5725,18.85416667,,,,,,,,,
Paks 3,Nuclear,nuclear,PP,HU,473,,,0,0,0,1986,1986,,2051,46.5725,18.85416667,,,,,,,,,
Paks 4,Nuclear,nuclear,PP,HU,473,,,0,0,0,1987,1987,,2051,46.5725,18.85416667,,,,,,,,,
Paks 5,Nuclear,nuclear,PP,HU,1200,,,0,0,0,2032,2032,,2072,46.5725,18.85416667,,,,,,,,,
Paks 6,Nuclear,nuclear,PP,HU,1200,,,0,0,0,2032,2032,,2072,46.5725,18.85416667,,,,,,,,,
Caorso 1,Nuclear,nuclear,PP,IE,860,,,0,0,0,1981,1981,,1986,45.07222222,9.872222222,,,,,,,,,
Enrico Fermi 1,Nuclear,nuclear,PP,IE,260,,,0,0,0,1965,1965,,1987,45.18409374,8.277554512,,,,,,,,,
Garigliano 1,Nuclear,nuclear,PP,IE,150,,,0,0,0,1964,1964,,1982,41.25833333,13.83472222,,,,,,,,,
Latina 1,Nuclear,nuclear,PP,IE,153,,,0,0,0,1964,1964,,1986,41.425384,12.807001,,,,,,,,,
Ignalina 1,Nuclear,nuclear,PP,LT,1185,,,0,0,0,1985,1985,,2004,55.60434185,26.56266689,,,,,,,,,
Ignalina 2,Nuclear,nuclear,PP,LT,1185,,,0,0,0,1987,1987,,2009,55.60434185,26.56266689,,,,,,,,,
Borssele 1,Nuclear,nuclear,PP,NL,482,,,0,0,0,1973,1973,,2034,51.43083333,3.718333333,,,,,,,,,
Dodewaard 1,Nuclear,nuclear,PP,NL,55,,,0,0,0,1969,1969,,1997,51.89956944,5.686327778,,,,,,,,,
Borssele 2,Nuclear,nuclear,PP,NL,1650,,,0,0,0,2040,2040,,2080,51.43083333,3.718333333,,,,,,,,,
Borssele 3,Nuclear,nuclear,PP,NL,1650,,,0,0,0,2040,2040,,2080,51.43083333,3.718333333,,,,,,,,,
Pomerania 1,Nuclear,nuclear,PP,PL,1250,,,0,0,0,2033,2033,,2073,54.742854,17.892155,,,,,,,,,
Pomerania 2,Nuclear,nuclear,PP,PL,1250,,,0,0,0,2033,2033,,2073,54.742854,17.892155,,,,,,,,,
Pomerania 3,Nuclear,nuclear,PP,PL,1250,,,0,0,0,2033,2033,,2073,54.742854,17.892155,,,,,,,,,
Wloclawek 1,Nuclear,nuclear,PP,PL,300,,,0,0,0,2035,2035,,2075,52.672,19.028,,,,,,,,,
Wloclawek 2,Nuclear,nuclear,PP,PL,300,,,0,0,0,2035,2035,,2075,52.672,19.028,,,,,,,,,
Cernavoda 1,Nuclear,nuclear,PP,RO,650,,,0,0,0,1996,1996,,2051,44.32234722,28.05728056,,,,,,,,,
Cernavoda 2,Nuclear,nuclear,PP,RO,650,,,0,0,0,2007,2007,,2051,44.32234722,28.05728056,,,,,,,,,
Cernavoda 3,Nuclear,nuclear,PP,RO,720,,,0,0,0,2031,2031,,2071,44.32234722,28.05728056,,,,,,,,,
Cernavoda 4,Nuclear,nuclear,PP,RO,720,,,0,0,0,2032,2032,,2072,44.32234722,28.05728056,,,,,,,,,
?gesta 1,Nuclear,nuclear,PP,SE,10,,,0,0,0,1964,1964,,1974,59.20611111,18.0825,,,,,,,,,
Barseb?ck 1,Nuclear,nuclear,PP,SE,600,,,0,0,0,1975,1975,,1999,55.74444444,12.92083333,,,,,,,,,
Barseb?ck 2,Nuclear,nuclear,PP,SE,600,,,0,0,0,1977,1977,,2005,55.74444444,12.92083333,,,,,,,,,
Forsmark 1,Nuclear,nuclear,PP,SE,986,,,0,0,0,1980,1980,,2040,60.40333333,18.16666667,,,,,,,,,
Forsmark 2,Nuclear,nuclear,PP,SE,1116,,,0,0,0,1981,1981,,2041,60.40333333,18.16666667,,,,,,,,,
Forsmark 3,Nuclear,nuclear,PP,SE,1159,,,0,0,0,1985,1985,,2045,60.40333333,18.16666667,,,,,,,,,
Oskarshamn 1,Nuclear,nuclear,PP,SE,473,,,0,0,0,1972,1972,,2017,57.41555556,16.67111111,,,,,,,,,
Oskarshamn 2,Nuclear,nuclear,PP,SE,638,,,0,0,0,1975,1975,,2016,57.41555556,16.67111111,,,,,,,,,
Oskarshamn 3,Nuclear,nuclear,PP,SE,1400,,,0,0,0,1985,1985,,2045,57.41555556,16.67111111,,,,,,,,,
Ringhals 1,Nuclear,nuclear,PP,SE,881,,,0,0,0,1976,1976,,2020,57.26111111,12.10833333,,,,,,,,,
Ringhals 2,Nuclear,nuclear,PP,SE,907,,,0,0,0,1975,1975,,2019,57.26111111,12.10833333,,,,,,,,,
Ringhals 3,Nuclear,nuclear,PP,SE,1062,,,0,0,0,1981,1981,,2041,57.26111111,12.10833333,,,,,,,,,
Ringhals 4,Nuclear,nuclear,PP,SE,1102,,,0,0,0,1983,1983,,2043,57.26111111,12.10833333,,,,,,,,,
Ringhals 5,Nuclear,nuclear,PP,SE,1250,,,0,0,0,2035,2035,,2075,57.26111111,12.10833333,,,,,,,,,
Ringhals 6,Nuclear,nuclear,PP,SE,1250,,,0,0,0,2035,2035,,2075,57.26111111,12.10833333,,,,,,,,,
Kr?ko ?,Nuclear,nuclear,PP,SI,688,,,0,0,0,1983,1983,,2043,45.93841389,15.51546944,,,,,,,,,
Kr?ko 2,Nuclear,nuclear,PP,SI,1200,,,0,0,0,2035,2035,,2075,45.93841389,15.51546944,,,,,,,,,
Bohunice A1,Nuclear,nuclear,PP,SK,93,,,0,0,0,1972,1972,,1977,48.49444444,17.68055556,,,,,,,,,
Bohunice 1,Nuclear,nuclear,PP,SK,408,,,0,0,0,1980,1980,,2006,48.49444444,17.68055556,,,,,,,,,
Bohunice 2,Nuclear,nuclear,PP,SK,408,,,0,0,0,1981,1981,,2008,48.49444444,17.68055556,,,,,,,,,
Bohunice 3,Nuclear,nuclear,PP,SK,471,,,0,0,0,1985,1985,,2051,48.49444444,17.68055556,,,,,,,,,
Bohunice 4,Nuclear,nuclear,PP,SK,471,,,0,0,0,1985,1985,,2051,48.49444444,17.68055556,,,,,,,,,
Mochovce 1,Nuclear,nuclear,PP,SK,436,,,0,0,0,1998,1998,,2051,48.26388889,18.45694444,,,,,,,,,
Mochovce 2,Nuclear,nuclear,PP,SK,436,,,0,0,0,2000,2000,,2051,48.26388889,18.45694444,,,,,,,,,
Mochovce 3,Nuclear,nuclear,PP,SK,440,,,0,0,0,2023,2023,,2051,48.26388889,18.45694444,,,,,,,,,
Mochovce 4,Nuclear,nuclear,PP,SK,440,,,0,0,0,2024,2024,,2064,48.26388889,18.45694444,,,,,,,,,
Bohunice 5,Nuclear,nuclear,PP,SK,1200,,,0,0,0,2040,2040,,2080,48.49444444,17.68055556,,,,,,,,,
AL Wind Onshore,onwind,Onshore,PP,AL,500,,,0,0,0,2029,,,2050,41.33,19.82,,,,,,,,,
AT Wind Onshore,onwind,Onshore,PP,AT,9000,,,0,0,0,2029,,,2050,48.21,16.37,,,,,,,,,
BA Wind Onshore,onwind,Onshore,PP,BA,1047,,,0,0,0,2029,,,2050,43.85,18.36,,,,,,,,,
BE Wind Onshore,onwind,Onshore,PP,BE,5248,,,0,0,0,2029,,,2050,50.85,4.35,,,,,,,,,
BG Wind Onshore,onwind,Onshore,PP,BG,1867.811094,,,0,0,0,2029,,,2050,42.7,23.32,,,,,,,,,
CH Wind Onshore,onwind,Onshore,PP,CH,310,,,0,0,0,2029,,,2050,46.95,7.45,,,,,,,,,
CZ Wind Onshore,onwind,Onshore,PP,CZ,1500,,,0,0,0,2029,,,2050,50.09,14.42,,,,,,,,,
DE Wind Onshore,onwind,Onshore,PP,DE,116529.5462,,,0,0,0,2029,,,2050,52.52,13.41,,,,,,,,,
DK Wind Onshore,onwind,Onshore,PP,DK,8949.382187,,,0,0,0,2029,,,2050,55.68,12.57,,,,,,,,,
EE Wind Onshore,onwind,Onshore,PP,EE,2682,,,0,0,0,2029,,,2050,59.44,24.75,,,,,,,,,
ES Wind Onshore,onwind,Onshore,PP,ES,58773.24695,,,0,0,0,2029,,,2050,40.42,-3.7,,,,,,,,,
FI Wind Onshore,onwind,Onshore,PP,FI,23312,,,0,0,0,2029,,,2050,60.17,24.94,,,,,,,,,
FR Wind Onshore,onwind,Onshore,PP,FR,32719.40167,,,0,0,0,2029,,,2050,48.85,2.35,,,,,,,,,
GB Wind Onshore,onwind,Onshore,PP,GB,28432.84,,,0,0,0,2029,,,2050,52.8615,-1.2499,,,,,,,,,
GR Wind Onshore,onwind,Onshore,PP,GR,8640,,,0,0,0,2029,,,2050,37.98,23.73,,,,,,,,,
HR Wind Onshore,onwind,Onshore,PP,HR,2824,,,0,0,0,2029,,,2050,45.81,15.98,,,,,,,,,
HU Wind Onshore,onwind,Onshore,PP,HU,1100,,,0,0,0,2029,,,2050,47.5,19.04,,,,,,,,,
IE Wind Onshore,onwind,Onshore,PP,IE,8166.666667,,,0,0,0,2029,,,2050,53.35,-6.26,,,,,,,,,
IT Wind Onshore,onwind,Onshore,PP,IT,26009.16705,,,0,0,0,2029,,,2050,41.89,12.51,,,,,,,,,
LT Wind Onshore,onwind,Onshore,PP,LT,4572.866059,,,0,0,0,2029,,,2050,54.69,25.28,,,,,,,,,
LU Wind Onshore,onwind,Onshore,PP,LU,450,,,0,0,0,2029,,,2050,49.61,6.13,,,,,,,,,
LV Wind Onshore,onwind,Onshore,PP,LV,448,,,0,0,0,2029,,,2050,56.95,24.11,,,,,,,,,
ME Wind Onshore,onwind,Onshore,PP,ME,313.4,,,0,0,0,2029,,,2050,42.44,19.26,,,,,,,,,
MK Wind Onshore,onwind,Onshore,PP,MK,410,,,0,0,0,2029,,,2050,42,21.43,,,,,,,,,
NL Wind Onshore,onwind,Onshore,PP,NL,8888.888889,,,0,0,0,2029,,,2050,52.37,4.89,,,,,,,,,
NO Wind Onshore,onwind,Onshore,PP,NO,5774,,,0,0,0,2029,,,2050,59.91,10.75,,,,,,,,,
PL Wind Onshore,onwind,Onshore,PP,PL,23240,,,0,0,0,2029,,,2050,52.23,21.01,,,,,,,,,
PT Wind Onshore,onwind,Onshore,PP,PT,10504.84021,,,0,0,0,2029,,,2050,38.72,-9.13,,,,,,,,,
RO Wind Onshore,onwind,Onshore,PP,RO,6257.142857,,,0,0,0,2029,,,2050,44.43,26.11,,,,,,,,,
RS Wind Onshore,onwind,Onshore,PP,RS,9402,,,0,0,0,2029,,,2050,44.8,20.47,,,,,,,,,
SE Wind Onshore,onwind,Onshore,PP,SE,22589.67628,,,0,0,0,2029,,,2050,59.33,18.07,,,,,,,,,
SI Wind Onshore,onwind,Onshore,PP,SI,150,,,0,0,0,2029,,,2050,46.05,14.51,,,,,,,,,
SK Wind Onshore,onwind,Onshore,PP,SK,700,,,0,0,0,2029,,,2050,48.45,17.5,,,,,,,,,
BE Wind Offshore,offwind-ac, Offshore,PP,BE,4360,,,0,0,0,2029,,,2050,50.85,4.35,,,,,,,,,
BG Wind Offshore,offwind-ac, Offshore,PP,BG,622.2,,,0,0,0,2029,,,2050,42.7,23.32,,,,,,,,,
DE Wind Offshore,offwind-ac, Offshore,PP,DE,28470.5,,,0,0,0,2029,,,2050,52.52,13.41,,,,,,,,,
DK Wind Offshore,offwind-ac, Offshore,PP,DK,4460.6,,,0,0,0,2029,,,2050,55.68,12.57,,,,,,,,,
ES Wind Offshore,offwind-ac, Offshore,PP,ES,3276.8,,,0,0,0,2029,,,2050,40.42,-3.7,,,,,,,,,
FI Wind Offshore,offwind-ac, Offshore,PP,FI,1000,,,0,0,0,2029,,,2050,60.17,24.94,,,,,,,,,
FR Wind Offshore,offwind-ac, Offshore,PP,FR,3880.6,,,0,0,0,2029,,,2050,48.85,2.35,,,,,,,,,
GB Wind Offshore,offwind-ac, Offshore,PP,GB,46949.1,,,0,0,0,2029,,,2050,52.8615,-1.2499,,,,,,,,,
GR Wind Offshore,offwind-ac, Offshore,PP,GR,2160,,,0,0,0,2029,,,2050,37.98,23.73,,,,,,,,,
HR Wind Offshore,offwind-ac, Offshore,PP,HR,510,,,0,0,0,2029,,,2050,45.81,15.98,,,,,,,,,
IE Wind Offshore,offwind-ac, Offshore,PP,IE,5833.3,,,0,0,0,2029,,,2050,53.35,-6.26,,,,,,,,,
IT Wind Offshore,offwind-ac, Offshore,PP,IT,2130.8,,,0,0,0,2029,,,2050,41.89,12.51,,,,,,,,,
LT Wind Offshore,offwind-ac, Offshore,PP,LT,1347.1,,,0,0,0,2029,,,2050,54.69,25.28,,,,,,,,,
LV Wind Offshore,offwind-ac, Offshore,PP,LV,1000,,,0,0,0,2029,,,2050,56.95,24.11,,,,,,,,,
NL Wind Offshore,offwind-ac, Offshore,PP,NL,14311.1,,,0,0,0,2029,,,2050,52.37,4.89,,,,,,,,,
NO Wind Offshore,offwind-ac, Offshore,PP,NO,3004,,,0,0,0,2029,,,2050,59.91,10.75,,,,,,,,,
PL Wind Offshore,offwind-ac, Offshore,PP,PL,5927,,,0,0,0,2029,,,2050,52.23,21.01,,,,,,,,,
PT Wind Offshore,offwind-ac, Offshore,PP,PT,1895.2,,,0,0,0,2029,,,2050,38.72,-9.13,,,,,,,,,
RO Wind Offshore,offwind-ac, Offshore,PP,RO,1042.9,,,0,0,0,2029,,,2050,44.43,26.11,,,,,,,,,
SE Wind Offshore,offwind-ac, Offshore,PP,SE,850.3,,,0,0,0,2029,,,2050,59.33,18.07,,,,,,,,,
AT Solar Rooftop,Solar,solar-rooftop,PP,AT,8000,,,0,0,0,2029,,,2050,48.21,16.37,,,,,,,,,
CH Solar Rooftop,Solar,solar-rooftop,PP,CH,16795,,,0,0,0,2029,,,2050,46.95,7.45,,,,,,,,,
DE Solar Rooftop,Solar,solar-rooftop,PP,DE,117998.9023,,,0,0,0,2029,,,2050,52.52,13.41,,,,,,,,,
DK Solar Rooftop,Solar,solar-rooftop,PP,DK,3574.02399,,,0,0,0,2029,,,2050,55.68,12.57,,,,,,,,,
FI Solar Rooftop,Solar,solar-rooftop,PP,FI,2718,,,0,0,0,2029,,,2050,60.17,24.94,,,,,,,,,
GB Solar Rooftop,Solar,solar-rooftop,PP,GB,500,,,0,0,0,2029,,,2050,52.8615,-1.2499,,,,,,,,,
HU Solar Rooftop,Solar,solar-rooftop,PP,HU,4962.099702,,,0,0,0,2029,,,2050,47.5,19.04,,,,,,,,,
IE Solar Rooftop,Solar,solar-rooftop,PP,IE,1984,,,0,0,0,2029,,,2050,53.35,-6.26,,,,,,,,,
IT Solar Rooftop,Solar,solar-rooftop,PP,IT,32143.60749,,,0,0,0,2029,,,2050,41.89,12.51,,,,,,,,,
LT Solar Rooftop,Solar,solar-rooftop,PP,LT,1550,,,0,0,0,2029,,,2050,54.69,25.28,,,,,,,,,
LU Solar Rooftop,Solar,solar-rooftop,PP,LU,900,,,0,0,0,2029,,,2050,49.61,6.13,,,,,,,,,
LV Solar Rooftop,Solar,solar-rooftop,PP,LV,110.3448276,,,0,0,0,2029,,,2050,56.95,24.11,,,,,,,,,
MK Solar Rooftop,Solar,solar-rooftop,PP,MK,1141.847713,,,0,0,0,2029,,,2050,42,21.43,,,,,,,,,
NO Solar Rooftop,Solar,solar-rooftop,PP,NO,5571,,,0,0,0,2029,,,2050,59.91,10.75,,,,,,,,,
RO Solar Rooftop,Solar,solar-rooftop,PP,RO,4000,,,0,0,0,2029,,,2050,44.43,26.11,,,,,,,,,
RS Solar Rooftop,Solar,solar-rooftop,PP,RS,1683.5,,,0,0,0,2029,,,2050,44.8,20.47,,,,,,,,,
SE Solar Rooftop,Solar,solar-rooftop,PP,SE,5763.714253,,,0,0,0,2029,,,2050,59.33,18.07,,,,,,,,,
SI Solar Rooftop,Solar,solar-rooftop,PP,SI,2023,,,0,0,0,2029,,,2050,46.05,14.51,,,,,,,,,
SK Solar Rooftop,Solar,solar-rooftop,PP,SK,225,,,0,0,0,2029,,,2050,48.45,17.5,,,,,,,,,
AL Solar Utility,Solar,solar,PP,AL,1000,,,0,0,0,2029,,,2050,41.33,19.82,,,,,,,,,
AT Solar Utility,Solar,solar,PP,AT,12999.9,,,0,0,0,2029,,,2050,48.21,16.37,,,,,,,,,
BA Solar Utility,Solar,solar,PP,BA,1945.31,,,0,0,0,2029,,,2050,43.85,18.36,,,,,,,,,
BE Solar Utility,Solar,solar,PP,BE,19130,,,0,0,0,2029,,,2050,50.85,4.35,,,,,,,,,
BG Solar Utility,Solar,solar,PP,BG,6750,,,0,0,0,2029,,,2050,42.7,23.32,,,,,,,,,
CH Solar Utility,Solar,solar,PP,CH,380,,,0,0,0,2029,,,2050,46.95,7.45,,,,,,,,,
CZ Solar Utility,Solar,solar,PP,CZ,12516,,,0,0,0,2029,,,2050,50.09,14.42,,,,,,,,,
DE Solar Utility,Solar,solar,PP,DE,97001.09766,,,0,0,0,2029,,,2050,52.52,13.41,,,,,,,,,
DK Solar Utility,Solar,solar,PP,DK,17305,,,0,0,0,2029,,,2050,55.68,12.57,,,,,,,,,
EE Solar Utility,Solar,solar,PP,EE,1570,,,0,0,0,2029,,,2050,59.44,24.75,,,,,,,,,
ES Solar Utility,Solar,solar,PP,ES,95350,,,0,0,0,2029,,,2050,40.42,-3.7,,,,,,,,,
FI Solar Utility,Solar,solar,PP,FI,6731,,,0,0,0,2029,,,2050,60.17,24.94,,,,,,,,,
FR Solar Utility,Solar,solar,PP,FR,54000,,,0,0,0,2029,,,2050,48.85,2.35,,,,,,,,,
GB Solar Utility,Solar,solar,PP,GB,34196.29,,,0,0,0,2029,,,2050,52.8615,-1.2499,,,,,,,,,
GR Solar Utility,Solar,solar,PP,GR,13500,,,0,0,0,2029,,,2050,37.98,23.73,,,,,,,,,
HR Solar Utility,Solar,solar,PP,HR,2380,,,0,0,0,2029,,,2050,45.81,15.98,,,,,,,,,
HU Solar Utility,Solar,solar,PP,HU,8331.946728,,,0,0,0,2029,,,2050,47.5,19.04,,,,,,,,,
IE Solar Utility,Solar,solar,PP,IE,6016,,,0,0,0,2029,,,2050,53.35,-6.26,,,,,,,,,
IT Solar Utility,Solar,solar,PP,IT,47026.39251,,,0,0,0,2029,,,2050,41.89,12.51,,,,,,,,,
LT Solar Utility,Solar,solar,PP,LT,5150,,,0,0,0,2029,,,2050,54.69,25.28,,,,,,,,,
LU Solar Utility,Solar,solar,PP,LU,1236,,,0,0,0,2029,,,2050,49.61,6.13,,,,,,,,,
LV Solar Utility,Solar,solar,PP,LV,1489.655172,,,0,0,0,2029,,,2050,56.95,24.11,,,,,,,,,
ME Solar Utility,Solar,solar,PP,ME,2039,,,0,0,0,2029,,,2050,42.44,19.26,,,,,,,,,
MK Solar Utility,Solar,solar,PP,MK,600,,,0,0,0,2029,,,2050,42,21.43,,,,,,,,,
NL Solar Utility,Solar,solar,PP,NL,59317,,,0,0,0,2029,,,2050,52.37,4.89,,,,,,,,,
PL Solar Utility,Solar,solar,PP,PL,36590,,,0,0,0,2029,,,2050,52.23,21.01,,,,,,,,,
PT Solar Utility,Solar,solar,PP,PT,20800,,,0,0,0,2029,,,2050,38.72,-9.13,,,,,,,,,
RO Solar Utility,Solar,solar,PP,RO,8550.00055,,,0,0,0,2029,,,2050,44.43,26.11,,,,,,,,,
RS Solar Utility,Solar,solar,PP,RS,3168.8,,,0,0,0,2029,,,2050,44.8,20.47,,,,,,,,,
SE Solar Utility,Solar,solar,PP,SE,3436.285747,,,0,0,0,2029,,,2050,59.33,18.07,,,,,,,,,
SI Solar Utility,Solar,solar,PP,SI,2750,,,0,0,0,2029,,,2050,46.05,14.51,,,,,,,,,
SK Solar Utility,Solar,solar,PP,SK,1500,,,0,0,0,2029,,,2050,48.45,17.5,,,,,,,,,
AL Hydro Run-of-river,Hydro,ror,PP,AL,534.762,,,0,0,0,2029,,,2050,41.33,19.82,,,,,,,,,
AT Hydro Run-of-river,Hydro,ror,PP,AT,5217.81893,,,0,0,0,2029,,,2050,48.21,16.37,,,,,,,,,
BA Hydro Run-of-river,Hydro,ror,PP,BA,32.1,,,0,0,0,2029,,,2050,43.85,18.36,,,,,,,,,
BE Hydro Run-of-river,Hydro,ror,PP,BE,148.202,,,0,0,0,2029,,,2050,50.85,4.35,,,,,,,,,
BG Hydro Run-of-river,Hydro,ror,PP,BG,535.51,,,0,0,0,2029,,,2050,42.7,23.32,,,,,,,,,
CH Hydro Run-of-river,Hydro,ror,PP,CH,4215,,,0,0,0,2029,,,2050,46.95,7.45,,,,,,,,,
CZ Hydro Run-of-river,Hydro,ror,PP,CZ,415,,,0,0,0,2029,,,2050,50.09,14.42,,,,,,,,,
